"Item_Identifier","Outlet_Identifier","Item_Outlet_Sales"
"FDU14","OUT018",4080.02384206656
"FDB33","OUT010",415.268077557892
"FDP27","OUT046",3546.37531715101
"FDO38","OUT010",182.92567968869
"FDE28","OUT027",5986.73704316483
"FDO27","OUT035",1771.9039703827
"DRL23","OUT027",2382.14016125698
"FDS28","OUT046",863.539641257549
"FDX24","OUT013",1327.8016477412
"FDZ02","OUT035",1165.46259794729
"FDL46","OUT045",1307.3070585956
"FDS60","OUT027",4351.08996426954
"NCO06","OUT017",645.492905626852
"FDO16","OUT035",1366.74961680009
"FDC60","OUT049",1437.15635432369
"FDA48","OUT018",3365.07571859915
"FDZ36","OUT027",4698.96775726319
"FDK27","OUT045",1839.88970735925
"FDW23","OUT018",756.667803647452
"FDM14","OUT018",1546.68708414549
"FDM14","OUT013",1520.96418119806
"FDW60","OUT018",2513.44550784649
"FDE21","OUT013",1812.21923776799
"NCM42","OUT035",1735.41379144162
"FDY59","OUT010",204.606265606912
"DRI49","OUT049",1448.15888209259
"FDT28","OUT019",323.926576020992
"FDQ22","OUT018",631.839244708837
"FDR60","OUT049",1137.34657416432
"FDC50","OUT019",310.122779166973
"FDV24","OUT013",2832.42017062044
"DRF48","OUT010",566.117663192405
"FDQ47","OUT046",832.437638942735
"DRN36","OUT049",1699.98266877688
"NCY06","OUT035",2131.37974608051
"FDE52","OUT035",1315.04231272032
"NCB54","OUT045",1652.11156508254
"NCF31","OUT035",2300.43635409203
"FDJ08","OUT027",4974.76732260102
"NCC07","OUT017",1677.23028153024
"NCD19","OUT027",1966.87210398097
"FDL46","OUT049",1887.84243509539
"FDM20","OUT045",3665.14163785681
"NCI06","OUT010",437.296289430988
"DRM11","OUT035",4311.56733423145
"NCH07","OUT018",2525.27991453403
"FDS23","OUT013",2298.51625216602
"FDO49","OUT018",844.745511316934
"FDS35","OUT049",1063.70649754432
"DRK39","OUT045",1316.24334903225
"DRI39","OUT049",881.78546795641
"FDV04","OUT017",1958.38028956367
"NCN14","OUT035",2658.14732711954
"FDH08","OUT013",3544.02876025681
"FDS20","OUT046",2532.97897175556
"FDV40","OUT049",1074.77428963324
"FDZ48","OUT010",195.608215746405
"FDS24","OUT027",2265.5574901237
"FDK44","OUT049",2555.20262450673
"FDS48","OUT045",1995.63538207448
"FDK26","OUT010",443.76606936018
"FDD23","OUT045",3334.975856199
"NCH54","OUT017",2842.70604071782
"NCP14","OUT010",288.035887641832
"FDM60","OUT010",130.614433598968
"FDV24","OUT017",2484.63665187765
"FDH08","OUT018",3129.98360727368
"FDS12","OUT027",3062.93512190982
"FDR39","OUT027",4641.99813984462
"FDP12","OUT027",1303.27227541071
"DRF60","OUT027",5125.97235490391
"FDC09","OUT035",1629.98608475403
"FDF50","OUT018",3065.72835891227
"FDG28","OUT035",4149.10640302728
"NCE19","OUT017",900.707576030817
"NCM53","OUT010",264.406160154068
"NCN18","OUT049",1768.42816890091
"FDF32","OUT035",3396.99866007159
"FDF11","OUT013",3298.51872230384
"DRI59","OUT049",4103.21050304843
"NCG54","OUT035",2776.28141255322
"FDM44","OUT046",1593.11024229032
"FDT57","OUT018",2699.4749987412
"FDV24","OUT046",2670.66103441791
"FDI50","OUT019",520.666341826585
"FDS09","OUT035",939.370759837075
"NCC31","OUT027",4275.40474925755
"FDQ07","OUT019",468.88484024295
"FDC22","OUT017",2973.96068284238
"FDZ56","OUT046",2514.89995437484
"FDZ40","OUT019",158.408940133027
"FDS46","OUT027",3048.47210837294
"DRD24","OUT045",2345.52214664974
"FDV45","OUT017",3172.46737850455
"FDL26","OUT045",3016.57060599948
"FDA56","OUT018",1516.31756138485
"FDN27","OUT046",1828.67947234967
"FDM20","OUT049",4254.84531463316
"FDO16","OUT017",1399.88935879192
"FDL03","OUT035",2793.4635074344
"FDE58","OUT046",1941.19706467069
"FDI02","OUT027",3034.7208252906
"NCC55","OUT019",149.349470473445
"FDR03","OUT018",3099.62387636036
"FDB14","OUT017",1915.93631841667
"FDR45","OUT013",3851.52392914184
"NCN07","OUT017",1984.1417009529
"FDM51","OUT019",264.355678807423
"FDT52","OUT027",6441.31155986594
"FDL26","OUT046",2720.10870119516
"NCZ42","OUT046",2883.40247503295
"DRI47","OUT019",393.989050834015
"FDW40","OUT013",2128.11841287527
"FDN34","OUT046",3388.38468705176
"FDS01","OUT035",3836.27896043931
"NCG55","OUT045",1530.70540109585
"FDC11","OUT035",1480.37448640757
"FDX35","OUT018",3015.06236016902
"NCB06","OUT046",2415.41950327015
"FDR09","OUT019",618.453488121111
"FDC53","OUT017",1539.44400318716
"FDY45","OUT013",3968.80369388974
"FDA22","OUT010",393.85477398567
"FDE02","OUT035",1882.16374679879
"FDW21","OUT045",1700.88658982478
"FDV34","OUT046",1313.2660919595
"FDS59","OUT049",1921.31324161709
"NCW17","OUT017",2376.77733317077
"NCK54","OUT046",1807.077394156
"FDG17","OUT019",520.42818099834
"FDG35","OUT017",3372.89604130674
"FDD08","OUT010",137.511645602083
"NCO07","OUT017",3304.37365135102
"FDJ10","OUT010",275.079665876679
"FDW36","OUT017",1607.38070819822
"FDW21","OUT010",282.830661564697
"FDY19","OUT017",2032.54360936152
"DRE03","OUT013",760.622233943178
"NCC55","OUT049",721.514692085911
"FDH52","OUT010",158.19575356431
"FDO09","OUT017",4610.22561047498
"FDU43","OUT045",4361.23908928849
"FDX09","OUT010",451.259993377498
"FDH40","OUT019",205.604826536859
"FDW58","OUT017",2073.33195468664
"FDC47","OUT017",4651.82449671009
"NCR41","OUT035",1673.39287524626
"DRG49","OUT035",5107.27990252389
"FDC52","OUT027",4115.70607288862
"FDY13","OUT046",1420.04571755149
"FDY35","OUT013",868.967203101046
"FDI35","OUT017",3796.82322122975
"NCU18","OUT049",2365.74568967133
"FDY33","OUT018",2596.16951830257
"FDC15","OUT027",3848.6596391415
"FDU01","OUT049",2918.20750519914
"NCU42","OUT046",2927.62363353638
"NCV29","OUT018",2378.73221298623
"NCY30","OUT017",2905.14601214721
"FDQ46","OUT049",1608.53094677702
"FDG58","OUT027",3898.70373088253
"FDK33","OUT017",4185.29147644276
"NCD07","OUT045",1873.39195125428
"NCX29","OUT027",3703.51750617619
"NCT42","OUT013",2535.71973622659
"DRN59","OUT035",943.019877319618
"FDI44","OUT035",1507.36190072392
"FDA45","OUT049",1926.54615574022
"FDP31","OUT045",983.853436766666
"FDY01","OUT046",1954.31355488659
"FDT09","OUT018",1901.43594744163
"DRH03","OUT027",2699.74872111716
"FDA36","OUT018",2764.77116429106
"NCF31","OUT017",2341.32292862789
"FDG14","OUT049",2795.41969975015
"FDG28","OUT027",5923.60449877104
"FDU14","OUT049",3864.63369267071
"FDY47","OUT019",288.91757007188
"FDI56","OUT049",1406.49939150606
"DRD01","OUT013",758.040535871475
"FDM22","OUT046",1167.15259855433
"FDH33","OUT013",695.590641875026
"DRZ24","OUT013",2039.77338799711
"NCQ38","OUT046",1773.91377247869
"FDO16","OUT027",2205.95317541547
"FDU07","OUT027",3842.94723104528
"NCB07","OUT013",2729.04779285983
"FDU48","OUT045",1648.14563755238
"NCM43","OUT045",2328.36613346061
"FDR31","OUT010",288.907267024053
"DRK49","OUT018",604.999254258504
"NCI30","OUT010",598.676170675438
"DRD60","OUT017",3012.29778170705
"NCG19","OUT046",2910.76117049834
"FDH12","OUT035",1462.46425087443
"FDM32","OUT035",1842.86269399819
"FDM27","OUT035",2727.18552054473
"NCU53","OUT027",4694.8816595335
"NCQ18","OUT046",1953.57832919576
"FDS10","OUT013",2692.23351677873
"FDB33","OUT027",4491.59049310151
"FDI12","OUT013",1328.18637265004
"NCW42","OUT013",4049.38113013194
"NCC06","OUT018",1759.99049928441
"FDW02","OUT017",2217.76412542278
"NCD43","OUT017",1840.9587784766
"FDM57","OUT018",988.142680417153
"FDA58","OUT017",3840.64425216371
"FDK56","OUT046",2883.59857214709
"FDP52","OUT045",3601.77874470936
"FDW20","OUT018",1739.67778670642
"FDS52","OUT049",1544.78976244427
"NCT29","OUT018",1647.16570387193
"NCL54","OUT013",3084.37264808487
"FDC05","OUT045",2929.11954928561
"FDF34","OUT035",2724.84952013916
"FDP03","OUT027",3053.28851473793
"FDD32","OUT010",193.735618316237
"FDZ10","OUT045",2310.07835239099
"FDZ40","OUT035",830.352385399807
"FDD51","OUT018",743.84449918259
"NCY30","OUT019",378.240247860577
"FDP58","OUT017",3454.27131070009
"FDV49","OUT017",4058.63911811241
"FDY24","OUT019",175.796846454523
"NCO55","OUT017",1846.44843922436
"FDR13","OUT017",1758.83851448884
"FDS51","OUT017",1068.52702827059
"FDP26","OUT045",1510.19160928132
"NCB54","OUT027",3194.37098590932
"FDF32","OUT017",3097.84637258699
"FDN31","OUT018",2626.67701708796
"DRM48","OUT017",636.655261595392
"FDN20","OUT049",2792.84321351038
"DRL01","OUT046",3573.96619657541
"FDV56","OUT049",1517.83433240241
"DRH13","OUT027",2519.48808770696
"FDA03","OUT017",2575.23111136185
"FDF47","OUT027",4788.47369600588
"FDX32","OUT046",2611.7251797854
"FDX57","OUT049",1823.67590214844
"NCA30","OUT045",2862.21722638706
"FDO49","OUT013",725.784076770779
"FDL04","OUT019",274.213438358045
"DRM48","OUT035",708.682362396454
"FDR16","OUT013",3200.8408779747
"NCC19","OUT018",2906.91212688962
"NCE42","OUT045",2810.84069178799
"FDY24","OUT017",945.247212322267
"FDH19","OUT049",2227.8279447487
"FDJ46","OUT013",2526.94197904414
"FDN45","OUT010",506.819191809812
"FDY08","OUT035",2402.89889163987
"FDZ37","OUT035",1596.5855595146
"NCT30","OUT045",794.91861959742
"DRY23","OUT018",605.333099179522
"NCZ30","OUT018",1875.11801786774
"FDC44","OUT018",1522.13788375582
"FDB45","OUT035",1905.65523338574
"FDY04","OUT013",2639.25980308012
"FDM27","OUT046",2722.86627707341
"FDZ43","OUT017",4795.21771996972
"FDT39","OUT019",373.69854757627
"NCC06","OUT019",324.118741674367
"FDL15","OUT027",3964.69030338483
"FDL57","OUT017",5311.76868716546
"FDU08","OUT046",1630.06025585699
"FDK40","OUT017",3884.83764901203
"FDQ12","OUT010",480.968674628901
"FDS48","OUT017",2280.54054926667
"FDP09","OUT045",3851.24520758788
"FDW21","OUT049",1617.32276605754
"FDY25","OUT035",3920.48821099407
"DRE13","OUT017",1301.59050756667
"FDV43","OUT019",139.376581615243
"FDD22","OUT045",1537.4418592036
"FDM46","OUT019",272.601536446056
"NCO30","OUT010",475.732127741325
"FDM25","OUT046",2380.41451808067
"NCN41","OUT049",2218.07039028128
"FDU24","OUT045",1842.0565481889
"FDZ50","OUT046",3094.70151665439
"FDP45","OUT013",3794.32155599929
"NCM54","OUT045",1572.74464797523
"FDW10","OUT019",399.295157794919
"FDP20","OUT017",1998.79359989384
"FDK32","OUT046",2631.26165849835
"FDN52","OUT049",1085.031365645
"FDM58","OUT045",1958.88714794337
"FDZ46","OUT027",2983.04206361268
"NCA18","OUT018",1662.45109390108
"FDD35","OUT046",1942.71445792286
"NCK31","OUT035",840.2775347854
"FDI40","OUT027",2701.17006651697
"FDT50","OUT019",224.481750443769
"NCT06","OUT046",2457.11278767066
"FDT31","OUT035",2543.05921967683
"FDT45","OUT049",831.392194837464
"FDT13","OUT045",3377.13624872888
"FDO50","OUT045",1336.48412330473
"NCU18","OUT010",287.264367914966
"NCR54","OUT049",3308.06356917124
"NCO18","OUT018",2546.85709686472
"FDU09","OUT045",774.349600821212
"FDT13","OUT018",2455.37225814001
"FDE09","OUT046",1784.32951866165
"NCK53","OUT019",240.898821975487
"FDG45","OUT049",3759.58248370318
"DRH15","OUT035",846.914353306346
"FDO21","OUT019",483.488135166796
"FDD14","OUT027",4915.10403193717
"FDC09","OUT046",1806.54187149632
"FDH45","OUT027",1528.19045458737
"FDV32","OUT046",1190.44623009216
"FDG12","OUT035",2223.29468298213
"FDS32","OUT013",2401.5264621094
"NCL55","OUT018",3597.44368966074
"DRE01","OUT035",4556.15579857308
"DRE15","OUT049",1344.31119844942
"NCL42","OUT045",4276.43761277321
"FDP31","OUT013",1012.90132899261
"FDN33","OUT018",1346.94714542773
"FDZ59","OUT046",3042.60837678476
"FDE45","OUT010",432.62457266267
"FDJ07","OUT013",1771.18165838956
"FDQ45","OUT018",2679.3094908711
"FDM33","OUT027",5111.31811361198
"FDO15","OUT010",214.139762912357
"FDM46","OUT013",1622.79348289339
"FDR03","OUT045",3171.01478975637
"FDY49","OUT018",2464.59289784737
"FDQ60","OUT045",1848.31802942647
"FDW10","OUT049",2617.41240614411
"FDO51","OUT049",803.800776703738
"FDJ40","OUT018",1334.86395605583
"FDS20","OUT018",2309.36160845729
"FDU45","OUT013",2186.81897784162
"FDV02","OUT035",2335.08837068005
"FDN09","OUT046",3971.19257667107
"NCM55","OUT027",4115.35965472599
"FDN23","OUT018",2400.28506381615
"FDY31","OUT010",319.663677607694
"FDW03","OUT010",267.0597793711
"FDD14","OUT046",2814.24831457889
"FDV23","OUT017",1772.66229561933
"DRI03","OUT045",2699.39309036437
"FDN13","OUT035",1810.8386172927
"FDF45","OUT027",2104.25535233433
"FDU46","OUT035",1631.39108827683
"FDB57","OUT049",3552.9990994993
"FDV12","OUT049",1964.72106239176
"FDQ58","OUT013",2354.64027469757
"NCA18","OUT017",1670.2252187984
"FDH52","OUT049",858.019474860498
"FDM24","OUT018",2094.4170814961
"NCP43","OUT027",4320.41006731165
"NCO18","OUT019",402.223874049288
"FDM32","OUT017",1718.0751330141
"NCL07","OUT017",684.726807566667
"FDK03","OUT013",4230.86191410884
"FDP59","OUT017",1930.0048134552
"FDQ24","OUT049",3500.83166112597
"FDQ16","OUT018",1357.14923018696
"FDU44","OUT013",2455.15845004204
"FDH28","OUT010",124.453002293767
"FDV28","OUT019",168.768005321788
"FDM22","OUT045",961.196391217832
"FDR56","OUT046",2598.88910644892
"FDV39","OUT049",2940.66151435214
"FDU37","OUT019",222.162603872846
"FDQ11","OUT010",678.637776090388
"FDX02","OUT045",3657.9101353746
"NCS42","OUT018",1366.34909242291
"FDY57","OUT027",2779.98720970243
"FDB21","OUT049",3676.16813650698
"FDE28","OUT017",3694.29229039998
"FDQ55","OUT017",1774.33520599237
"FDA48","OUT049",4057.87692042259
"FDZ19","OUT045",2374.63292112312
"NCC43","OUT045",3340.42677759166
"NCV18","OUT046",1254.05009577798
"NCA42","OUT018",2965.45260615371
"FDY45","OUT046",3626.81771228929
"NCC30","OUT045",2943.70686247185
"FDM57","OUT013",1314.45005796163
"FDL09","OUT010",399.257367535106
"FDB09","OUT027",3595.36940200468
"FDT44","OUT035",1994.04775890883
"NCT06","OUT027",4430.10966211551
"FDX26","OUT049",3256.55046994194
"FDK32","OUT013",2473.34633174979
"DRA12","OUT046",2186.83181437711
"FDO46","OUT010",632.013612095914
"FDE52","OUT013",1281.4531877129
"NCH42","OUT045",3859.99756874851
"FDV08","OUT035",836.444123123578
"FDB47","OUT018",2470.5730758279
"FDC28","OUT010",204.980148348139
"FDD22","OUT046",1589.63015579522
"FDS07","OUT027",3492.32950814847
"DRI13","OUT045",3892.95293716364
"FDG32","OUT018",2930.60942721991
"FDU14","OUT017",3568.13121926264
"FDD28","OUT019",172.205880503551
"NCP41","OUT017",1544.0953684547
"FDS08","OUT049",2460.61069327903
"FDX47","OUT045",2275.65822696085
"FDC53","OUT019",243.850771530196
"FDQ19","OUT035",3841.21692129816
"FDL14","OUT045",3220.16329588942
"FDM33","OUT019",609.544223100815
"FDA51","OUT045",1746.89275
"FDZ27","OUT018",806.367294643976
"FDT04","OUT046",552.4981174019
"DRC13","OUT049",2111.30064767921
"FDR16","OUT027",5329.46825478388
"FDQ03","OUT027",5494.37928931899
"FDE38","OUT035",2564.26989584098
"DRH23","OUT027",2031.75542337946
"FDT11","OUT019",489.214469326035
"FDD09","OUT035",2659.69578375415
"FDR40","OUT045",1146.51769742003
"FDX07","OUT017",3104.83397086227
"FDR07","OUT035",1952.08087361673
"FDA51","OUT017",1592.35165444823
"FDT59","OUT019",649.232136152272
"FDF20","OUT017",2886.0430212733
"FDR13","OUT045",1855.51339903095
"FDY26","OUT049",4130.79901360406
"FDW04","OUT017",2171.84593131242
"FDK52","OUT017",4338.0748285
"FDN60","OUT049",2993.58899812453
"FDM09","OUT019",462.663067552159
"FDP46","OUT049",1248.52475004262
"FDB50","OUT019",296.044014660324
"NCQ29","OUT049",3947.83782444543
"FDP16","OUT027",5894.39049563171
"FDX33","OUT018",2462.67539596419
"FDP07","OUT010",586.793518916877
"FDN22","OUT046",3410.09308926669
"FDF39","OUT049",3710.1693285588
"FDS21","OUT017",894.372412696716
"NCM42","OUT013",1591.80646130841
"FDK50","OUT019",381.187519655922
"DRF13","OUT027",3636.7404321832
"FDH35","OUT018",2228.68971025088
"FDP60","OUT018",1552.24009570146
"DRJ49","OUT027",2781.78458649877
"NCT42","OUT019",384.620110164996
"FDE38","OUT049",2646.00990946775
"FDI04","OUT049",3549.85117656287
"NCH54","OUT045",3225.952735496
"FDT56","OUT049",993.768747754912
"DRD15","OUT018",3076.7135441686
"FDV58","OUT013",2961.45583408582
"FDP21","OUT049",3630.90587987935
"FDH05","OUT013",3206.82860489485
"FDR10","OUT027",4551.326009127
"NCP06","OUT045",2685.50697864591
"FDF33","OUT049",1759.2560790828
"DRK37","OUT013",3528.30305592441
"DRH49","OUT045",1208.90188977619
"FDT58","OUT013",2696.6989782583
"FDD41","OUT018",1438.30766668568
"FDP40","OUT018",1771.03569904813
"FDM51","OUT027",2690.4390574736
"FDO45","OUT010",182.475516660967
"FDW33","OUT010",252.119708717675
"FDY24","OUT045",964.697078125922
"FDB10","OUT010",581.867462601344
"FDM40","OUT035",2120.5714751023
"NCI06","OUT017",3256.81663812854
"FDW12","OUT019",345.423100797845
"FDX48","OUT027",4460.44485757693
"NCW05","OUT027",2719.53825150357
"FDX27","OUT017",1488.5775841381
"DRM37","OUT045",3861.42212020929
"FDA38","OUT045",3514.05461543283
"FDR36","OUT046",706.279891648514
"FDZ45","OUT046",3261.11890277791
"FDG05","OUT017",2412.68550938312
"FDK28","OUT013",4921.67613181862
"FDV47","OUT045",1413.10892663125
"FDN21","OUT045",2425.07749729054
"FDP20","OUT027",3749.55242040833
"FDI35","OUT045",3608.15426355939
"DRY23","OUT013",741.131296010677
"FDA56","OUT017",2173.37387919327
"FDB09","OUT013",1903.06108216615
"NCO26","OUT027",2878.96079412987
"FDQ49","OUT018",2404.51594717897
"FDI52","OUT027",2865.98835184736
"FDZ44","OUT027",3566.40335624678
"FDZ09","OUT018",2709.71593801625
"FDY03","OUT049",2047.35749579882
"NCG42","OUT017",2396.71649405135
"DRI13","OUT027",4988.79946999331
"FDQ32","OUT013",2055.02164789872
"FDW16","OUT035",1345.97085262437
"FDU27","OUT046",861.880281633119
"FDR28","OUT010",345.421282592844
"FDQ49","OUT010",427.9743461495
"FDS37","OUT046",1969.51580615414
"FDW26","OUT018",3177.57565337343
"FDX12","OUT018",3077.66699593679
"NCP06","OUT013",2644.02824705408
"FDW45","OUT010",335.254735346852
"NCN30","OUT049",1484.34270640253
"FDN24","OUT049",941.826711082171
"NCL41","OUT027",1303.62196611636
"FDR02","OUT019",261.400659267046
"FDD09","OUT010",458.355620569672
"FDS33","OUT010",209.328862093269
"FDU22","OUT045",1815.73265521868
"FDI53","OUT013",2496.56571223158
"DRH01","OUT049",2386.40932786717
"FDX32","OUT013",2285.5334076317
"NCP30","OUT018",697.017407309484
"FDB60","OUT045",3396.97785723981
"FDB14","OUT049",1626.36659034286
"NCP02","OUT035",986.481236544432
"FDJ10","OUT017",1957.86951461415
"FDG34","OUT046",2095.79181480496
"NCB18","OUT017",1453.18088784135
"FDM16","OUT049",1102.68855160687
"FDW25","OUT018",1291.12868163759
"FDB35","OUT010",251.283601498833
"DRN11","OUT013",2416.21790286917
"FDF41","OUT019",571.212810341166
"FDH16","OUT045",1240.05419431639
"NCQ50","OUT018",3331.56378643061
"DRH23","OUT018",977.733937983639
"DRJ37","OUT013",2277.75414378276
"DRJ24","OUT027",4155.244604171
"FDY16","OUT035",2892.64604768591
"FDQ27","OUT045",2008.30858210141
"FDZ33","OUT045",2652.41381806667
"FDF29","OUT045",2383.11515480503
"FDA08","OUT049",3312.01090365406
"FDG31","OUT046",1152.03546852822
"FDE34","OUT019",442.378348007661
"NCR30","OUT027",2043.74634461683
"FDV33","OUT035",4522.0425185821
"DRZ24","OUT018",1721.48437104768
"NCL54","OUT035",2893.37446219511
"FDR12","OUT049",2855.48882603927
"NCC54","OUT046",3785.83682918165
"DRN59","OUT013",924.802118954724
"FDX50","OUT019",262.605457166658
"FDV31","OUT027",4419.2420476367
"NCA29","OUT027",4659.58719283856
"FDW60","OUT049",3400.06227987748
"FDX08","OUT017",2773.82237171035
"DRD49","OUT013",3795.65466196035
"FDD33","OUT046",3532.52764276566
"FDW35","OUT013",810.945803632416
"FDJ36","OUT017",1936.18337274089
"FDV51","OUT035",3610.58272001897
"FDW36","OUT046",1568.17176557859
"FDH35","OUT046",2504.52985584242
"NCS30","OUT027",3210.89058190178
"FDN49","OUT017",815.401056070513
"FDL08","OUT018",2875.09080796764
"FDI09","OUT013",3506.05039482605
"FDP19","OUT018",1675.27322094821
"FDU21","OUT010",118.931177150537
"NCP41","OUT045",1662.47201609468
"FDY10","OUT013",2085.18267552553
"FDP12","OUT018",595.987248813006
"NCN26","OUT049",2322.87232473267
"FDK44","OUT013",2980.04127716227
"FDC28","OUT049",1574.4742304149
"FDJ41","OUT027",5718.57564180722
"NCT29","OUT035",1911.71113869572
"NCH42","OUT019",525.440828260067
"FDU60","OUT018",2331.22490159904
"FDS02","OUT045",3268.85071106491
"FDC51","OUT046",2020.93355961844
"FDU03","OUT013",3213.25364661817
"FDX39","OUT045",3615.92379840704
"NCY05","OUT010",136.295497021798
"NCL06","OUT027",5921.64118266566
"FDD32","OUT035",1268.60600869997
"NCN41","OUT045",1951.90500508879
"NCX53","OUT049",2406.63673473508
"FDU57","OUT019",356.511979993695
"FDQ23","OUT046",2079.60936825879
"FDQ52","OUT045",4750.46201793268
"FDC14","OUT045",650.81400715
"FDY09","OUT035",3532.64533774334
"FDQ28","OUT045",2686.76492181652
"FDV25","OUT046",4140.05755572236
"FDJ07","OUT035",1938.97235896144
"DRB25","OUT049",1622.61085394562
"FDK52","OUT019",645.5503895371
"FDY52","OUT027",1719.3087087746
"FDB28","OUT046",3553.55340191284
"FDT36","OUT035",730.990273209353
"FDV25","OUT017",3471.77678798822
"NCN07","OUT027",3186.77393007279
"FDC57","OUT017",3577.89044981429
"FDQ03","OUT018",3451.54713678373
"FDU23","OUT017",2839.72194997534
"NCX41","OUT035",3934.95609623235
"NCD06","OUT035",873.242966155184
"FDW08","OUT045",1438.21471737727
"NCU29","OUT017",2513.72226490701
"NCE06","OUT013",2629.84837731912
"FDV52","OUT010",255.128272522725
"FDB02","OUT017",2784.57026528527
"NCR18","OUT045",784.923564301133
"FDK16","OUT049",1527.50429100165
"NCQ29","OUT010",670.007213258009
"FDZ01","OUT019",243.808383901641
"FDW27","OUT035",2560.8987832268
"FDD17","OUT018",3533.39738360332
"FDW39","OUT013",3154.49372120767
"DRH59","OUT045",1061.05259273016
"FDS52","OUT013",1456.10598946016
"FDU40","OUT027",5571.76070277783
"NCF54","OUT013",2884.89488201337
"FDH46","OUT045",1637.60673058684
"NCP14","OUT049",1747.78730417234
"FDH50","OUT049",3198.21161285686
"DRF15","OUT010",329.500394052713
"FDV27","OUT027",2479.04980476369
"NCJ06","OUT049",2142.68290187487
"FDN02","OUT018",3029.99932192482
"FDQ51","OUT049",982.202428515804
"FDQ07","OUT017",3954.43069674379
