Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDR56,OUT046,2757.736727
FDV39,OUT049,2747.832371
FDU37,OUT019,265.9458081
FDQ11,OUT010,762.8482511
FDX02,OUT045,3708.449698
NCS42,OUT018,1439.938937
FDY57,OUT027,2602.804245
FDB21,OUT049,4290.35501
FDE28,OUT017,3914.680447
FDQ55,OUT017,2128.654044
FDA48,OUT049,3631.636671
FDZ19,OUT045,2376.564143
NCC43,OUT045,4181.341255
NCV18,OUT046,1417.715438
NCA42,OUT018,2832.478228
FDY45,OUT046,3424.425635
NCC30,OUT045,3339.30252
FDM57,OUT013,1663.628792
FDL09,OUT010,404.828551
FDB09,OUT027,3207.166746
FDT44,OUT035,2205.388119
NCT06,OUT027,4365.127388
FDX26,OUT049,3319.205612
FDK32,OUT013,2641.360147
DRA12,OUT046,2014.1513
FDO46,OUT010,674.41958
FDE52,OUT013,1430.744934
NCH42,OUT045,3550.155887
FDV08,OUT035,844.5589719
FDB47,OUT018,2634.617159
FDC28,OUT010,229.0518276
FDD22,OUT046,2105.01206
FDS07,OUT027,2989.058862
DRI13,OUT045,3305.632502
FDG32,OUT018,3243.748273
FDU14,OUT017,4300.810734
FDD28,OUT019,191.1480452
NCP41,OUT017,1739.969265
FDS08,OUT049,2568.39975
FDX47,OUT045,2435.085704
FDC53,OUT019,253.3145243
FDQ19,OUT035,4001.233734
FDL14,OUT045,2572.535592
FDM33,OUT019,536.920608
FDA51,OUT045,2102.693811
FDZ27,OUT018,724.3063361
FDT04,OUT046,703.1148519
DRC13,OUT049,1890.605057
FDR16,OUT027,5307.886734
FDQ03,OUT027,5637.134397
FDE38,OUT035,2860.925651
DRH23,OUT027,1887.705813
FDT11,OUT019,581.8900404
FDD09,OUT035,2902.858366
FDR40,OUT045,1399.2745
FDX07,OUT017,3221.964234
FDR07,OUT035,1856.612294
FDA51,OUT017,2151.261345
FDT59,OUT019,625.5645462
FDF20,OUT017,3142.07884
FDR13,OUT045,1880.01419
FDY26,OUT049,3982.848016
FDW04,OUT017,2171.563532
FDK52,OUT017,4427.429984
FDN60,OUT049,2882.25629
FDM09,OUT019,472.0698575
FDP46,OUT049,1542.189768
FDB50,OUT019,272.5825897
NCQ29,OUT049,3738.055397
FDP16,OUT027,5514.408614
FDX33,OUT018,2593.350448
FDP07,OUT010,510.7634929
FDN22,OUT046,3284.413205
FDF39,OUT049,3799.236076
FDS21,OUT017,1022.50013
NCM42,OUT013,1604.234027
FDK50,OUT019,542.6148699
DRF13,OUT027,3920.182092
FDH35,OUT018,2263.297986
FDP60,OUT018,1435.273938
DRJ49,OUT027,2901.481811
NCT42,OUT019,450.1834603
FDE38,OUT049,2556.382418
FDI04,OUT049,3188.50879
NCH54,OUT045,2783.264574
FDT56,OUT049,967.821963
DRD15,OUT018,3548.587612
FDV58,OUT013,2873.740433
FDP21,OUT049,3124.664319
FDH05,OUT013,3880.831051
FDR10,OUT027,4146.749215
NCP06,OUT045,2432.232843
FDF33,OUT049,1970.924599
DRK37,OUT013,3511.914673
DRH49,OUT045,1258.607352
FDT58,OUT013,2771.108441
FDD41,OUT018,1438.503901
FDP40,OUT018,1763.930548
FDM51,OUT027,2523.195644
FDO45,OUT010,199.7104548
FDW33,OUT010,281.5305752
FDY24,OUT045,1109.552982
FDB10,OUT010,538.092278
FDM40,OUT035,2087.819142
NCI06,OUT017,3570.065423
FDW12,OUT019,345.6648514
FDX48,OUT027,4090.247467
NCW05,OUT027,2767.117388
FDX27,OUT017,1563.971133
DRM37,OUT045,3032.862993
FDA38,OUT045,3602.501268
FDR36,OUT046,809.7232594
FDZ45,OUT046,2747.904716
FDG05,OUT017,2341.346952
FDK28,OUT013,4961.724589
FDV47,OUT045,1398.534366
FDN21,OUT045,2434.690488
FDP20,OUT027,3350.377136
FDI35,OUT045,3768.706223
DRY23,OUT013,818.2671559
FDA56,OUT017,1929.605057
FDB09,OUT013,2013.921989
NCO26,OUT027,2570.832867
FDQ49,OUT018,2427.641501
FDI52,OUT027,2768.856446
FDZ44,OUT027,2939.011331
FDZ09,OUT018,2455.563364
FDY03,OUT049,1939.118325
NCG42,OUT017,2332.480727
DRI13,OUT027,5250.68441
FDQ32,OUT013,2059.510805
FDW16,OUT035,1250.7952
FDU27,OUT046,889.1779579
FDR28,OUT010,450.9436689
FDQ49,OUT010,501.5945845
FDS37,OUT046,1999.499135
FDW26,OUT018,3079.307151
FDX12,OUT018,3126.411936
NCP06,OUT013,2986.898237
FDW45,OUT010,414.665234
NCN30,OUT049,1587.134996
FDN24,OUT049,967.9120373
NCL41,OUT027,1580.707239
FDR02,OUT019,284.0854941
FDD09,OUT010,500.9783267
FDS33,OUT010,209.3045798
FDU22,OUT045,1893.826953
FDI53,OUT013,2158.161858
DRH01,OUT049,2747.207423
FDX32,OUT013,2456.382111
NCP30,OUT018,703.7164866
FDB60,OUT045,2793.953225
FDB14,OUT049,1459.984992
NCP02,OUT035,923.7522358
FDJ10,OUT017,2072.790033
FDG34,OUT046,1858.747224
NCB18,OUT017,1623.865225
FDM16,OUT049,1103.119188
FDW25,OUT018,1386.002709
FDB35,OUT010,234.5666714
DRN11,OUT013,2161.951247
FDF41,OUT019,588.5215392
FDH16,OUT045,1346.374161
NCQ50,OUT018,3002.437174
DRH23,OUT018,895.4371452
DRJ37,OUT013,2615.260847
DRJ24,OUT027,5076.810661
FDY16,OUT035,3209.741535
FDQ27,OUT045,1861.491039
FDZ33,OUT045,2235.21612
FDF29,OUT045,2066.524413
FDA08,OUT049,3236.073029
FDG31,OUT046,1158.441572
FDE34,OUT019,512.263179
NCR30,OUT027,2084.870871
FDV33,OUT035,3848.430499
DRZ24,OUT018,1520.227261
NCL54,OUT035,3556.94492
FDR12,OUT049,3072.500616
NCC54,OUT046,4925.556401
DRN59,OUT013,847.3984522
FDX50,OUT019,315.9319163
FDV31,OUT027,4769.97978
NCA29,OUT027,4653.983179
FDW60,OUT049,3123.965045
FDX08,OUT017,3103.727157
DRD49,OUT013,4047.660727
FDD33,OUT046,3735.28224
FDW35,OUT013,812.805827
FDJ36,OUT017,1796.868541
FDV51,OUT035,3200.806527
FDW36,OUT046,1835.644761
FDH35,OUT046,2798.703988
NCS30,OUT027,2979.59869
FDN49,OUT017,715.4468052
FDL08,OUT018,3335.916671
FDI09,OUT013,3262.466768
FDP19,OUT018,1550.910084
FDU21,OUT010,125.380442
NCP41,OUT045,1610.912688
FDY10,OUT013,2062.457574
FDP12,OUT018,619.2558307
NCN26,OUT049,2047.315431
FDK44,OUT013,2645.598838
FDC28,OUT049,1662.404968
FDJ41,OUT027,5494.013166
NCT29,OUT035,2245.165324
NCH42,OUT019,546.6849304
FDU60,OUT018,2414.041538
FDS02,OUT045,3115.691403
FDC51,OUT046,2024.806132
FDU03,OUT013,3255.265557
FDX39,OUT045,3706.325995
NCY05,OUT010,137.6742153
NCL06,OUT027,6009.777049
FDD32,OUT035,1425.598897
NCN41,OUT045,2077.010036
NCX53,OUT049,2362.95775
FDU57,OUT019,441.2428603
FDQ23,OUT046,2073.267339
FDQ52,OUT045,4639.438413
FDC14,OUT045,655.1439541
FDY09,OUT035,3526.398067
FDQ28,OUT045,2455.405773
FDV25,OUT046,3626.018412
FDJ07,OUT035,1972.004554
DRB25,OUT049,1610.2263
FDK52,OUT019,633.6736685
FDY52,OUT027,1832.958155
FDB28,OUT046,3545.098054
FDT36,OUT035,682.1897032
FDV25,OUT017,4301.85263
NCN07,OUT027,3003.01979
FDC57,OUT017,3258.874445
FDQ03,OUT018,3105.126798
FDU23,OUT017,3030.504361
NCX41,OUT035,3407.088832
NCD06,OUT035,800.5466002
FDW08,OUT045,1438.400358
NCU29,OUT017,2432.295911
NCE06,OUT013,2545.466542
FDV52,OUT010,261.4628654
FDB02,OUT017,3122.011138
NCR18,OUT045,764.3416567
FDK16,OUT049,1442.424711
NCQ29,OUT010,691.1617529
FDZ01,OUT019,316.619376
FDW27,OUT035,2542.264851
FDD17,OUT018,3633.453546
FDW39,OUT013,3025.801794
DRH59,OUT045,1007.25897
FDS52,OUT013,1263.02611
FDU40,OUT027,4951.150065
NCF54,OUT013,2796.125303
FDH46,OUT045,1797.428466
NCP14,OUT049,1595.316205
FDH50,OUT049,3271.911887
DRF15,OUT010,401.7827694
FDV27,OUT027,2415.834701
NCJ06,OUT049,2125.213973
FDN02,OUT018,2745.536466
FDQ51,OUT049,915.7363539
FDQ07,OUT017,4553.472193
FDS45,OUT049,1865.641517
NCJ06,OUT045,1977.793692
FDD36,OUT035,2080.447178
FDY25,OUT045,3032.908828
FDU52,OUT046,2267.462329
DRK47,OUT017,3624.433966
NCL30,OUT017,2261.38893
FDN22,OUT035,4247.532255
NCF30,OUT027,3103.384074
FDK03,OUT035,4733.317902
FDT45,OUT017,932.7911922
NCC54,OUT027,5163.709975
FDP08,OUT018,2668.433023
FDU44,OUT046,3122.701638
DRG39,OUT035,845.7358755
FDU32,OUT049,1999.646334
FDY27,OUT049,2683.252604
NCP54,OUT013,1967.559011
NCZ41,OUT049,2278.370774
DRL49,OUT013,2481.327876
FDI05,OUT018,1083.843085
FDY56,OUT045,4161.82387
DRC13,OUT013,1867.842613
NCV29,OUT017,2959.052255
FDR24,OUT049,1427.802842
FDZ34,OUT018,2653.053799
FDP37,OUT035,2196.845543
FDX08,OUT027,5081.287248
FDS57,OUT045,2291.676561
NCG18,OUT049,1880.576832
FDK25,OUT018,2705.290463
FDH53,OUT049,1443.977687
DRI59,OUT018,3035.046132
FDA52,OUT046,2823.125801
FDT20,OUT010,153.3050179
FDE36,OUT019,488.0968555
FDI24,OUT017,3175.090169
FDB28,OUT018,3003.861169
FDV11,OUT017,2944.261953
FDP01,OUT046,2179.193032
FDD34,OUT027,4134.590608
FDJ50,OUT027,1881.209083
FDZ44,OUT013,1834.31033
DRO59,OUT035,1403.638855
DRB48,OUT045,709.7831772
FDR21,OUT018,2723.194484
NCE42,OUT010,704.3684811
FDO23,OUT046,1618.557452
NCE30,OUT018,2845.065938
FDQ22,OUT035,688.2735115
FDY01,OUT045,1802.57341
FDS08,OUT017,2516.811368
FDG28,OUT018,3455.120597
FDQ51,OUT018,835.6202195
FDB05,OUT017,4970.126604
FDO56,OUT049,1947.075138
FDE02,OUT018,1255.467536
FDN45,OUT017,4298.697961
FDS09,OUT013,806.8706529
NCA54,OUT018,2648.1662
FDP09,OUT010,554.8306437
FDC53,OUT045,1301.888458
NCM55,OUT017,3212.717599
FDL09,OUT018,2534.737395
FDA11,OUT019,274.4645478
FDA50,OUT045,1520.987006
FDC23,OUT017,3914.839529
FDE22,OUT049,2513.215894
FDD23,OUT046,3458.995803
NCA29,OUT049,3468.824298
FDK38,OUT046,2379.75498
DRC13,OUT046,2057.104717
NCP43,OUT049,2921.337676
FDX28,OUT049,1444.427203
FDF08,OUT049,1410.680637
FDZ33,OUT046,2382.124793
FDD10,OUT049,2611.162488
FDO58,OUT017,2658.918619
FDI50,OUT017,4473.414081
FDO58,OUT045,2643.934811
FDX08,OUT013,3745.769917
NCK17,OUT010,144.7373488
FDF39,OUT035,4606.391278
FDU45,OUT010,251.329219
NCJ18,OUT018,1668.464162
DRC27,OUT019,544.3632069
DRC25,OUT035,1494.17957
FDU59,OUT035,2579.509627
FDU28,OUT035,3207.884433
NCP30,OUT046,759.3267544
FDB39,OUT018,854.0575136
FDE41,OUT013,1477.704975
DRH11,OUT010,194.0578501
FDA58,OUT045,4119.214575
FDU50,OUT046,1998.71597
FDM34,OUT013,2533.807757
FDM44,OUT027,2699.375072
FDR39,OUT045,2650.633522
FDM25,OUT045,2801.074712
FDQ49,OUT049,2209.077461
DRH25,OUT018,844.9147599
FDM09,OUT027,4297.048237
FDL44,OUT019,506.9155851
NCR42,OUT018,565.2563996
DRL59,OUT046,972.6971742
FDX43,OUT013,2498.959163
DRK47,OUT010,638.2012808
FDU48,OUT018,1615.676967
FDY12,OUT045,784.0306786
NCN43,OUT018,1682.795188
NCM55,OUT018,2342.659088
FDQ21,OUT027,2835.373441
FDX13,OUT035,4235.977507
NCK30,OUT027,6227.645812
FDG20,OUT049,2777.736214
DRG27,OUT017,642.1416663
FDY14,OUT018,4140.513348
FDP59,OUT035,1887.925525
FDU60,OUT017,3152.499179
NCC18,OUT019,496.4237074
DRJ39,OUT017,4136.424472
FDS07,OUT049,1905.406074
FDM08,OUT027,5862.12687
FDP51,OUT045,1901.596805
FDU16,OUT035,1250.566533
FDH12,OUT013,1783.041537
DRE48,OUT010,531.7619007
NCL42,OUT027,6073.57641
